request_id,latency_ms,prompt_tokens,batched,model_size_b,region,instance_type,server_id
1182,133.87,586,1,7.29,eu-west,medium,5
1183,153.11,1512,0,41.68,eu-west,medium,14
1184,140.5,562,0,53.03,us-east,medium,5
1185,179.81,1107,0,30.46,eu-west,medium,10
1186,207.96,1320,1,17.85,us-east,small,13
1187,234.65,1813,0,10.55,us-east,medium,18
1188,212.75,1872,0,59.68,eu-west,medium,18
1189,106.36,415,0,44.64,us-east,large,3
1190,202.96,1464,1,35.2,ap-south,medium,14
1191,176.24,150,1,58.03,eu-west,small,1
1192,97.79,1025,1,23.75,eu-west,large,9
1193,241.18,1808,0,16.98,eu-west,small,18
1194,139.45,1920,1,10.0,ap-south,large,19
1195,101.19,119,1,38.95,ap-south,large,0
1196,171.99,1039,1,65.51,us-east,large,10
1197,226.46,1499,0,67.1,eu-west,small,14
1198,231.19,1547,0,7.14,eu-west,small,15
1199,220.78,1036,1,25.22,eu-west,small,10
1200,51.2,693,1,4.59,eu-west,large,6
1201,213.95,810,1,41.86,eu-west,medium,7
1202,142.83,1503,1,49.95,eu-west,large,14
1203,183.1,1194,0,26.59,us-east,small,11
1204,160.94,633,0,41.91,ap-south,medium,5
1205,208.42,1203,0,49.08,eu-west,small,11
1206,186.7,630,0,66.34,us-east,small,5
1207,135.16,634,1,13.05,eu-west,medium,5
1208,106.69,480,0,20.5,eu-west,medium,4
1209,158.96,1411,0,31.89,us-east,medium,13
1210,210.63,1815,1,66.77,eu-west,medium,18
1211,257.71,1856,0,9.37,eu-west,small,18
1212,125.67,637,0,43.58,eu-west,medium,6
1213,248.19,981,1,68.78,us-east,small,9
1214,154.89,199,0,68.19,us-east,small,1
1215,206.68,1919,1,22.02,eu-west,large,19
1216,172.48,734,0,27.47,eu-west,medium,7
1217,171.8,1262,0,15.07,ap-south,medium,12
1218,214.18,1134,1,52.73,eu-west,medium,11
1219,143.16,1069,0,48.59,us-east,medium,10
1220,248.81,1185,0,28.75,eu-west,small,11
1221,276.18,1730,0,11.84,us-east,small,17
1222,225.48,1721,0,17.41,eu-west,small,17
1223,170.63,1412,1,31.67,ap-south,large,13
1224,156.17,1354,0,12.75,eu-west,medium,13
1225,225.84,1250,0,68.95,us-east,medium,12
1226,129.3,220,1,51.31,ap-south,large,1
1227,190.93,742,0,46.74,eu-west,medium,7
1228,186.72,1405,0,35.26,us-east,small,13
1229,180.26,987,1,46.62,eu-west,medium,9
1230,236.54,1216,0,52.16,us-east,medium,11
1231,171.86,662,0,54.65,us-east,small,6
1232,238.12,1955,1,25.65,ap-south,large,19
1233,162.38,187,1,37.38,eu-west,small,1
1234,151.09,161,1,69.8,us-east,medium,1
1235,217.02,1069,0,7.82,eu-west,small,10
1236,179.74,785,1,60.64,ap-south,large,7
1237,246.3,1592,1,42.4,ap-south,small,15
1238,172.99,467,0,55.46,eu-west,small,4
1239,176.97,1311,0,35.38,us-east,small,12
1240,119.6,104,0,62.3,eu-west,medium,0
1241,177.06,1684,0,35.31,us-east,large,16
1242,91.19,340,0,10.58,us-east,medium,2
1243,129.84,635,1,36.45,eu-west,medium,5
1244,140.47,1013,0,30.42,eu-west,large,9
1245,113.52,1472,1,38.74,ap-south,large,14
1246,153.79,352,1,69.7,eu-west,medium,3
1247,164.32,623,0,13.93,us-east,small,5
1248,168.13,1399,1,16.58,ap-south,large,13
1249,160.51,894,0,65.3,eu-west,medium,8
1250,139.86,1935,0,15.55,ap-south,large,19
1251,97.06,339,0,16.17,ap-south,large,2
1252,82.01,345,1,13.79,ap-south,large,3
1253,172.29,1425,1,25.51,eu-west,small,14
1254,281.06,1726,1,57.76,us-east,small,17
1255,82.35,131,0,45.14,eu-west,large,0
1256,152.98,940,0,21.27,eu-west,medium,9
1257,210.54,855,0,64.02,us-east,small,8
1258,147.16,1061,0,6.74,ap-south,large,10
1259,203.52,1677,1,15.8,ap-south,small,16
1260,159.88,494,0,47.17,us-east,small,4
1261,292.17,1825,1,67.94,eu-west,small,18
1262,285.63,1996,1,54.29,us-east,small,19
1263,203.01,1624,0,22.48,us-east,small,16
1264,153.76,566,1,69.24,us-east,large,5
1265,106.06,278,0,37.64,ap-south,large,2
1266,179.89,1004,1,35.51,ap-south,large,9
1267,123.54,58,1,22.85,us-east,small,0
1268,190.2,863,0,29.94,eu-west,small,8
1269,158.76,238,1,66.12,eu-west,medium,1
1270,167.9,1630,0,1.61,eu-west,medium,16
1271,183.45,1340,1,61.55,ap-south,large,13
1272,160.36,1156,1,14.63,eu-west,large,11
1273,234.9,1681,1,59.22,eu-west,small,16
1274,88.76,838,1,10.32,eu-west,large,8
1275,109.6,429,0,19.6,eu-west,medium,3
1276,105.86,1942,0,39.06,eu-west,large,19
1277,239.25,1781,1,35.33,us-east,small,17
1278,223.4,1308,0,1.65,eu-west,small,12
1279,162.06,791,1,18.58,ap-south,large,7
1280,152.67,604,1,53.05,eu-west,medium,5
1281,266.75,1794,0,59.31,us-east,small,17
1282,218.73,749,0,66.63,us-east,small,7
1283,170.79,383,1,68.93,eu-west,medium,3
1284,153.8,403,0,49.91,eu-west,medium,3
1285,93.86,856,1,13.19,ap-south,large,8
1286,198.94,907,0,50.78,us-east,small,8
1287,218.31,1498,0,36.76,us-east,small,14
1288,178.66,648,0,29.33,ap-south,small,6
1289,124.41,1038,0,49.38,us-east,large,10
1290,241.08,1246,0,27.06,eu-west,medium,12
1291,122.52,905,1,4.98,eu-west,large,8
1292,171.29,1672,0,37.32,us-east,large,16
1293,119.84,295,0,21.86,eu-west,medium,2
1294,190.36,620,1,49.54,us-east,small,5
1295,252.07,1682,0,39.36,us-east,small,16
1296,250.25,1660,0,20.3,ap-south,medium,16
1297,172.06,831,1,66.53,us-east,medium,8
1298,102.11,365,1,4.48,us-east,medium,3
1299,183.74,203,1,59.49,eu-west,small,1
1300,128.02,278,1,9.04,us-east,small,2
1301,244.12,1437,1,66.69,us-east,small,14
1302,135.08,1493,1,42.71,ap-south,large,14
1303,222.67,1354,1,45.77,us-east,small,13
1304,143.77,956,0,54.3,eu-west,medium,9
1305,143.98,1418,0,36.37,us-east,small,14
1306,102.64,1422,0,18.3,us-east,medium,14
1307,230.7,1741,0,18.81,eu-west,medium,17
1308,151.94,1021,1,1.1,eu-west,small,9
1309,182.96,549,1,52.22,us-east,small,5
1310,219.62,1828,1,65.99,us-east,small,18
1311,183.14,681,0,57.9,eu-west,small,6
1312,190.89,1506,1,35.37,us-east,medium,14
1313,108.82,340,1,29.77,ap-south,large,2
1314,192.5,1496,0,39.7,us-east,small,14
1315,249.02,1263,1,53.07,us-east,small,12
1316,261.5,1523,0,57.06,eu-west,small,15
1317,221.42,1839,1,35.97,eu-west,medium,18
1318,185.05,1038,0,64.14,ap-south,large,10
1319,127.13,835,1,21.9,us-east,medium,8
1320,152.48,667,1,36.55,eu-west,medium,6
1321,227.76,1061,1,51.93,us-east,small,10
1322,166.69,1251,1,55.02,us-east,large,12
1323,110.47,619,0,30.34,ap-south,large,5
1324,149.76,1878,0,5.02,eu-west,medium,18
1325,176.84,1427,1,63.84,eu-west,large,14
1326,141.03,1286,1,50.26,eu-west,large,12
1327,164.77,394,1,69.35,ap-south,large,3
1328,129.15,243,0,11.34,us-east,small,1
1329,214.59,748,1,14.69,eu-west,small,7
1330,131.74,1262,1,10.24,eu-west,medium,12
1331,165.91,297,0,46.12,eu-west,small,2
1332,299.43,1539,1,60.6,eu-west,small,15
1333,146.75,1906,0,24.72,eu-west,small,19
1334,196.53,382,1,66.05,eu-west,small,3
1335,151.04,601,0,51.69,eu-west,medium,5
1336,192.5,663,1,47.63,ap-south,medium,6
1337,173.41,1195,1,11.61,ap-south,large,11
1338,171.32,765,1,38.52,eu-west,large,7
1339,169.63,689,1,40.16,us-east,small,6
1340,136.94,1722,0,21.02,us-east,small,17
1341,178.07,498,0,65.64,eu-west,small,4
1342,207.02,1183,1,27.53,us-east,small,11
1343,236.77,1512,0,57.89,eu-west,small,14
1344,208.41,1551,0,65.27,ap-south,large,15
1345,102.13,905,0,18.1,ap-south,large,8
1346,104.98,350,0,33.19,ap-south,large,3
1347,185.59,1164,0,38.29,eu-west,medium,11
1348,96.23,785,1,11.47,eu-west,large,7
1349,250.35,1130,1,63.89,us-east,small,11
1350,229.42,1535,1,57.99,us-east,small,15
1351,135.98,592,0,29.98,ap-south,large,5
1352,155.45,771,1,27.91,us-east,medium,7
1353,194.64,1367,0,2.99,us-east,small,13
1354,188.04,1324,1,52.84,us-east,small,13
1355,231.43,1415,1,39.38,us-east,small,13
1356,136.63,233,1,22.49,us-east,small,1
1357,195.84,916,1,32.83,us-east,small,8
1358,230.36,1552,0,61.49,eu-west,medium,15
1359,68.81,186,0,12.26,eu-west,large,1
1360,148.94,895,1,27.34,us-east,small,8
1361,122.53,343,0,27.61,eu-west,medium,3
1362,203.51,1040,0,9.46,us-east,small,10
1363,161.69,611,0,47.88,us-east,small,5
1364,132.81,1454,0,42.27,eu-west,medium,14
1365,199.45,1677,1,13.04,ap-south,large,16
1366,161.69,876,0,53.96,eu-west,medium,8
1367,191.98,1396,1,14.91,ap-south,medium,13
1368,86.12,67,0,27.52,ap-south,large,0
1369,203.33,1220,1,3.1,ap-south,large,11
1370,157.37,449,1,50.45,ap-south,medium,4
1371,194.5,405,1,64.65,us-east,small,3
1372,155.44,556,1,47.72,ap-south,large,5
1373,126.92,671,0,53.14,us-east,medium,6
1374,107.87,880,0,21.04,ap-south,large,8
1375,89.08,389,1,14.09,ap-south,large,3
1376,127.16,516,1,9.6,us-east,small,4
1377,181.95,1952,0,67.9,us-east,small,19
1378,146.62,224,1,47.3,ap-south,medium,1
1379,170.78,955,1,22.08,us-east,small,9
1380,256.58,1446,0,66.17,us-east,small,14
1381,113.42,363,0,38.96,ap-south,large,3
1382,212.56,1356,1,69.65,eu-west,medium,13
1383,171.4,1070,1,33.96,us-east,small,10
1384,194.25,1731,0,22.62,ap-south,large,17
1385,196.14,794,0,66.77,us-east,small,7
1386,267.19,1881,0,33.04,ap-south,large,18
1387,199.53,1984,1,3.82,ap-south,medium,19
1388,125.77,501,1,54.07,ap-south,large,4
1389,136.07,274,1,52.33,us-east,medium,2
1390,155.21,225,1,43.27,us-east,small,1
1391,149.62,1240,1,63.58,ap-south,large,12
1392,142.05,94,0,62.89,us-east,small,0
1393,110.43,305,1,35.94,us-east,medium,2
1394,201.42,1086,0,50.83,ap-south,large,10
1395,155.35,782,0,20.39,eu-west,medium,7
1396,140.89,135,1,37.1,us-east,small,0
1397,137.2,1378,0,7.22,us-east,small,13
1398,150.53,776,0,54.24,us-east,medium,7
1399,68.5,424,1,15.3,us-east,large,3
1400,215.97,833,1,68.55,us-east,small,8
1401,232.93,1405,0,51.88,ap-south,small,13
1402,163.03,1502,1,56.23,ap-south,large,14
1403,131.75,186,1,7.66,eu-west,small,1
1404,69.26,210,1,1.4,ap-south,large,1
1405,134.87,659,0,37.66,us-east,medium,6
1406,139.59,844,0,33.01,eu-west,medium,8
1407,145.87,1204,0,41.48,eu-west,medium,11
1408,98.11,186,0,10.4,eu-west,medium,1
1409,193.3,1563,0,69.46,eu-west,large,15
1410,258.49,1741,1,3.2,us-east,small,17
1411,278.95,1878,1,59.87,us-east,small,18
1412,90.12,367,0,37.71,eu-west,large,3
1413,99.39,1024,1,36.68,us-east,large,9
1414,115.93,277,0,46.45,ap-south,large,2
1415,215.61,825,1,46.58,ap-south,medium,7
1416,82.74,195,0,15.73,ap-south,large,1
1417,140.66,95,0,52.42,us-east,small,0
1418,200.73,1160,0,8.18,us-east,small,11
1419,118.94,112,0,58.39,eu-west,medium,0
1420,142.44,576,1,15.09,us-east,small,5
1421,135.06,277,1,36.81,eu-west,medium,2
1422,147.21,88,1,66.12,eu-west,medium,0
1423,147.75,1285,1,11.96,ap-south,large,12
1424,195.55,546,1,36.61,eu-west,small,5
1425,206.16,1530,1,23.31,ap-south,large,15
1426,200.58,1514,1,2.36,eu-west,small,15
1427,188.92,1535,1,12.08,us-east,small,15
1428,155.29,131,1,69.51,eu-west,medium,0
1429,147.45,893,1,30.68,ap-south,large,8
1430,146.45,1513,0,63.48,us-east,small,14
1431,135.95,1396,1,40.07,us-east,large,13
1432,178.83,546,0,65.0,us-east,small,5
1433,120.05,367,1,6.66,us-east,small,3
1434,244.5,1413,1,58.06,ap-south,medium,13
1435,223.8,1647,1,40.26,ap-south,large,16
1436,137.51,504,0,7.09,ap-south,medium,4
1437,228.03,1606,1,47.32,us-east,small,15
1438,175.28,1595,1,4.47,us-east,medium,15
1439,191.67,300,1,58.41,eu-west,small,2
1440,108.98,1442,0,17.14,ap-south,large,14
1441,118.97,1394,1,30.83,ap-south,large,13
1442,139.29,1871,0,66.7,eu-west,medium,18
1443,264.03,1901,0,52.32,eu-west,medium,18
1444,175.35,370,1,40.32,eu-west,small,3
1445,127.94,233,0,9.42,us-east,small,1
1446,90.2,280,1,30.97,eu-west,large,2
1447,101.68,197,0,19.26,us-east,medium,1
1448,126.9,1622,1,26.19,us-east,large,16
1449,181.94,825,0,38.26,ap-south,large,7
1450,184.7,1402,1,14.99,eu-west,small,13
1451,201.72,1595,1,54.92,us-east,large,15
1452,118.11,1354,1,17.91,ap-south,large,13
1453,224.71,1225,1,68.7,us-east,small,12
1454,166.23,187,1,65.46,ap-south,medium,1
1455,187.86,1166,0,30.25,us-east,small,11
1456,202.19,1695,0,56.6,ap-south,medium,16
1457,226.12,1114,1,62.9,ap-south,large,10
1458,124.13,969,0,29.63,ap-south,large,9
1459,204.28,1207,0,60.62,ap-south,large,11
1460,98.86,111,0,55.74,ap-south,large,0
1461,152.59,884,1,28.47,eu-west,medium,8
1462,107.44,343,1,14.39,eu-west,medium,3
1463,170.27,137,0,59.34,ap-south,small,0
1464,73.46,174,0,54.66,us-east,large,1
1465,184.41,850,1,56.66,ap-south,large,8
1466,194.37,1981,1,2.32,eu-west,medium,19
1467,277.32,1662,1,45.26,ap-south,small,16
1468,99.35,173,0,2.56,eu-west,medium,1
1469,208.24,1702,1,16.67,eu-west,small,16
1470,117.04,402,0,8.06,eu-west,medium,3
1471,217.04,1761,0,57.26,us-east,medium,17
1472,183.48,1513,1,22.96,us-east,large,14
1473,156.86,890,1,1.64,us-east,small,8
1474,62.68,505,0,4.36,eu-west,large,4
1475,135.95,127,1,19.57,eu-west,small,0
1476,150.22,861,1,1.88,eu-west,small,8
1477,196.56,592,1,58.63,eu-west,small,5
1478,125.22,317,0,68.75,ap-south,large,2
1479,142.03,326,0,44.97,eu-west,medium,2
1480,161.02,1345,1,2.6,eu-west,medium,13
1481,123.44,460,1,7.76,eu-west,small,4
1482,174.95,1462,1,2.32,eu-west,small,14
1483,131.96,523,0,5.87,us-east,small,4
1484,159.88,1206,1,9.13,ap-south,large,11
1485,148.4,1377,0,45.6,eu-west,medium,13
1486,169.01,1980,1,8.85,ap-south,large,19
1487,154.91,1879,0,8.28,eu-west,small,18
1488,204.62,1946,1,67.09,ap-south,large,19
1489,261.04,1813,1,49.7,us-east,small,18
1490,120.27,518,1,13.26,eu-west,medium,4
1491,179.05,1494,1,68.05,ap-south,large,14
1492,156.4,1567,0,23.57,ap-south,large,15
1493,240.36,1929,0,39.38,eu-west,small,19
1494,128.64,195,0,4.09,us-east,small,1
1495,185.0,1841,1,43.62,us-east,medium,18
1496,150.15,1750,0,55.33,ap-south,large,17
1497,116.74,817,0,67.59,eu-west,large,7
1498,125.46,99,0,17.33,us-east,small,0
1499,170.16,829,1,26.75,eu-west,medium,7
1500,220.19,1239,0,29.69,eu-west,small,12
1501,166.64,1765,1,3.29,eu-west,small,17
1502,218.94,1795,0,38.94,eu-west,small,17
1503,110.1,515,1,61.8,us-east,large,4
1504,134.22,261,1,26.63,us-east,small,2
1505,201.86,1516,1,53.58,us-east,small,15
1506,135.79,581,1,1.07,us-east,small,5
1507,249.65,1548,1,44.65,eu-west,small,15
1508,177.27,1417,0,39.62,us-east,small,14
1509,249.89,1085,0,57.04,us-east,small,10
1510,201.73,1672,0,58.85,us-east,medium,16
1511,72.84,112,0,33.2,eu-west,large,0
1512,102.29,86,1,1.37,us-east,small,0
1513,115.8,263,0,50.87,ap-south,large,2
1514,122.96,720,0,24.09,us-east,medium,6
1515,255.92,1148,0,69.1,us-east,small,11
1516,110.64,77,0,35.94,eu-west,medium,0
1517,179.47,1411,1,30.97,eu-west,medium,13
1518,150.38,866,0,18.32,eu-west,medium,8
1519,205.48,1564,0,55.47,ap-south,large,15
1520,233.82,1862,1,63.41,us-east,small,18
1521,244.6,1342,0,41.55,us-east,small,13
1522,114.13,528,0,61.5,ap-south,large,4
1523,70.67,518,1,12.85,us-east,large,4
1524,235.35,1800,0,9.68,eu-west,small,17
1525,133.59,654,1,4.45,us-east,small,6
1526,214.32,804,0,55.55,us-east,small,7
1527,165.87,1924,0,36.06,us-east,medium,19
1528,172.68,647,0,26.97,eu-west,small,6
1529,97.62,1952,0,21.12,eu-west,large,19
1530,97.44,449,1,26.18,ap-south,large,4
1531,131.18,125,1,15.88,eu-west,small,0
1532,194.02,897,0,56.97,us-east,small,8
1533,260.7,1590,0,42.63,us-east,small,15
1534,182.74,1216,1,28.98,ap-south,large,11
1535,124.15,992,0,60.28,us-east,medium,9
1536,241.13,1524,1,3.32,us-east,small,15
1537,135.3,1048,0,31.8,us-east,medium,10
1538,228.45,1584,0,40.53,eu-west,small,15
1539,137.14,1457,1,14.04,us-east,small,14
1540,152.06,219,0,57.17,us-east,small,1
1541,222.94,1196,0,22.74,ap-south,small,11
1542,91.91,460,1,10.86,ap-south,large,4
1543,188.53,1480,1,63.37,ap-south,large,14
1544,180.79,624,1,31.88,eu-west,small,5
1545,176.6,1978,1,57.85,ap-south,large,19
1546,93.26,390,1,34.92,eu-west,large,3
1547,156.92,1024,0,28.86,eu-west,medium,9
1548,119.55,724,0,44.91,eu-west,large,6
1549,222.9,988,1,45.5,us-east,small,9
1550,197.86,1925,1,45.9,eu-west,medium,19
1551,257.13,1892,1,67.23,us-east,small,18
1552,101.46,130,0,18.12,eu-west,medium,0
1553,135.63,925,0,24.58,ap-south,large,8
1554,170.0,1302,1,51.02,us-east,medium,12
1555,129.91,1963,1,2.71,us-east,small,19
1556,180.57,902,1,51.66,ap-south,large,8
1557,206.73,1026,0,20.26,ap-south,medium,10
1558,142.6,1982,1,39.91,eu-west,medium,19
1559,169.13,1898,0,50.09,eu-west,large,18
1560,127.96,929,0,3.27,ap-south,large,9
1561,149.05,1136,0,15.77,eu-west,large,11
1562,130.05,578,0,23.76,ap-south,large,5
1563,211.76,987,1,37.86,ap-south,medium,9
1564,184.74,1803,1,51.79,eu-west,large,17
1565,225.12,1910,1,54.33,eu-west,medium,19
1566,166.41,571,1,60.53,us-east,medium,5
1567,100.51,495,1,15.82,eu-west,medium,4
1568,208.41,1427,1,61.76,ap-south,large,14
1569,212.36,1028,1,67.75,ap-south,large,10
1570,172.77,650,1,27.81,eu-west,small,6
1571,200.63,852,1,57.55,us-east,medium,8
1572,170.38,1094,1,19.86,us-east,medium,10
1573,143.3,1098,1,55.65,us-east,large,10
1574,123.94,1434,1,1.19,eu-west,medium,14
1575,154.46,214,1,45.0,us-east,small,1
1576,183.19,1030,0,49.94,us-east,small,10
1577,172.92,945,0,39.24,us-east,small,9
1578,225.01,1738,0,43.03,eu-west,small,17
1579,141.71,326,0,44.74,ap-south,medium,2
1580,148.94,427,0,26.92,eu-west,small,3
1581,143.1,1628,0,21.34,eu-west,medium,16
1582,166.66,1508,0,13.87,us-east,small,14
1583,147.84,1307,0,68.34,us-east,large,12
1584,195.4,752,0,22.66,us-east,small,7
1585,131.44,973,1,20.7,eu-west,medium,9
1586,121.06,1270,0,61.78,eu-west,large,12
1587,192.06,1651,1,18.41,eu-west,medium,16
1588,152.08,1744,1,24.66,eu-west,medium,17
1589,160.92,1277,0,17.64,us-east,medium,12
1590,184.27,1505,0,39.65,us-east,small,14
1591,210.19,1727,0,59.32,ap-south,large,17
1592,162.53,606,1,32.6,ap-south,medium,5
1593,113.96,290,1,27.54,us-east,medium,2
1594,186.5,1073,0,53.33,eu-west,medium,10
1595,148.81,1106,1,29.53,ap-south,large,10
1596,266.98,1519,0,1.24,us-east,small,15
1597,128.32,1961,1,8.24,ap-south,large,19
1598,207.91,1700,0,11.67,eu-west,medium,16
1599,209.09,1534,0,12.39,us-east,small,15
1600,183.24,1765,0,5.0,ap-south,large,17
1601,167.53,1306,1,40.69,ap-south,large,12
1602,229.93,1824,0,7.91,eu-west,small,18
1603,151.5,466,0,10.41,us-east,small,4
1604,207.18,1949,0,29.65,eu-west,small,19
1605,226.91,1185,0,32.18,ap-south,medium,11
1606,130.56,201,0,6.36,eu-west,small,1
1607,120.82,314,0,12.58,eu-west,medium,2
1608,262.25,1146,1,17.79,eu-west,small,11
1609,172.26,878,1,51.78,ap-south,large,8
1610,237.68,1545,0,27.73,us-east,small,15
1611,140.64,436,0,26.03,us-east,small,3
1612,178.09,670,0,62.92,ap-south,medium,6
1613,147.66,846,1,8.36,us-east,small,8
1614,243.47,1797,1,48.04,ap-south,large,17
1615,179.12,252,1,58.32,eu-west,small,2
1616,155.49,998,0,23.65,ap-south,medium,9
1617,243.35,1182,0,10.94,eu-west,small,11
1618,181.41,1728,0,15.39,eu-west,large,17
1619,168.91,678,1,45.41,ap-south,medium,6
1620,114.44,1673,1,62.99,eu-west,large,16
1621,202.05,995,1,40.55,us-east,medium,9
1622,234.74,1092,0,65.25,us-east,small,10
1623,196.93,1269,0,22.78,us-east,small,12
1624,164.41,720,1,47.78,eu-west,medium,6
1625,108.76,934,1,39.47,ap-south,large,9
1626,117.85,1230,0,11.69,eu-west,large,12
1627,148.28,968,0,13.96,us-east,medium,9
1628,158.01,886,1,50.97,ap-south,large,8
1629,141.34,462,1,6.01,eu-west,small,4
1630,124.93,1491,0,45.2,us-east,small,14
1631,144.92,413,0,35.97,us-east,small,3
1632,137.34,111,0,41.48,us-east,small,0
1633,230.16,1215,1,31.96,eu-west,medium,11
1634,152.19,91,0,14.5,ap-south,small,0
1635,179.81,354,1,50.15,us-east,small,3
1636,178.56,1621,1,26.26,ap-south,large,16
1637,113.64,57,1,12.93,us-east,small,0
1638,130.67,1470,0,10.76,ap-south,large,14
1639,144.48,300,1,59.37,ap-south,large,2
1640,196.08,1470,0,38.18,us-east,small,14
1641,184.71,700,1,39.99,eu-west,small,6
1642,142.68,124,0,67.02,us-east,small,0
1643,191.69,607,1,54.64,us-east,small,5
1644,140.6,624,0,54.09,eu-west,medium,5
1645,154.54,695,0,9.57,us-east,small,6
1646,211.47,1251,1,29.86,us-east,small,12
1647,141.84,1103,0,47.59,ap-south,large,10
1648,111.28,1676,0,11.0,eu-west,large,16
1649,137.83,61,0,20.79,eu-west,small,0
1650,192.35,1505,0,55.86,eu-west,medium,14
1651,155.23,1151,1,11.75,us-east,small,11
1652,273.08,2000,1,57.37,eu-west,small,19
1653,115.63,329,1,49.33,ap-south,large,2
1654,163.32,1567,1,5.9,us-east,medium,15
1655,167.54,1014,1,55.28,us-east,medium,9
1656,149.02,793,0,47.24,us-east,medium,7
1657,198.01,1901,1,21.91,us-east,small,18
1658,168.97,1068,0,38.2,us-east,medium,10
1659,133.11,1898,1,11.68,us-east,large,18
1660,159.54,810,1,47.23,ap-south,large,7
1661,189.69,1369,1,36.77,ap-south,large,13
1662,172.93,1315,1,48.03,us-east,medium,12
1663,125.66,225,1,45.62,us-east,medium,1
1664,141.68,185,0,64.19,ap-south,medium,1
1665,215.95,1809,0,23.25,eu-west,medium,18
1666,120.35,107,0,58.81,eu-west,medium,0
1667,170.22,1053,0,17.31,ap-south,large,10
1668,163.33,1987,0,41.97,eu-west,large,19
1669,161.0,1098,0,38.9,ap-south,large,10
1670,156.67,262,1,22.15,eu-west,small,2
1671,111.0,1654,1,9.38,us-east,small,16
1672,252.64,1726,1,69.6,ap-south,large,17
1673,167.04,547,1,67.91,ap-south,large,5
1674,95.07,441,1,27.06,ap-south,large,4
1675,215.62,821,1,58.24,eu-west,medium,7
1676,185.07,1230,0,11.91,eu-west,medium,12
1677,154.79,176,0,44.89,eu-west,small,1
1678,222.15,1584,1,7.64,us-east,small,15
1679,190.12,1983,1,21.33,us-east,small,19
1680,239.42,1873,1,28.94,eu-west,small,18
1681,159.39,1089,0,7.94,ap-south,large,10
1682,149.5,622,1,14.74,us-east,small,5
1683,241.5,1662,0,68.73,us-east,small,16
1684,138.49,696,0,31.18,ap-south,medium,6
1685,132.85,430,0,64.85,eu-west,medium,3
1686,236.65,900,0,65.8,ap-south,small,8
1687,265.96,1907,0,66.71,us-east,small,19
1688,96.5,398,0,54.3,eu-west,large,3
1689,178.63,771,0,32.78,eu-west,medium,7
1690,179.85,1046,0,34.53,ap-south,medium,10
1691,95.49,348,0,66.82,eu-west,large,3
1692,102.26,203,1,32.92,ap-south,large,1
1693,166.95,550,1,42.05,us-east,small,5
1694,196.36,1137,1,57.04,us-east,small,11
1695,126.0,1288,1,48.22,ap-south,large,12
1696,199.62,1067,0,45.9,eu-west,small,10
1697,75.46,373,1,17.43,eu-west,large,3
1698,128.4,1930,1,14.44,eu-west,medium,19
1699,101.2,419,0,21.84,ap-south,large,3
1700,123.97,1997,1,3.72,us-east,small,19
1701,142.51,477,1,36.34,eu-west,medium,4
1702,234.35,1948,1,24.25,eu-west,medium,19
1703,204.08,757,1,38.74,eu-west,small,7
1704,109.85,190,0,19.45,eu-west,medium,1
1705,165.23,624,1,56.75,eu-west,medium,5
1706,202.54,565,1,45.95,us-east,small,5
1707,199.41,1227,1,50.28,eu-west,medium,12
1708,280.52,1867,0,60.62,us-east,small,18
1709,155.75,1948,0,56.19,eu-west,medium,19
1710,214.01,557,1,45.02,eu-west,small,5
1711,159.11,550,0,13.93,eu-west,small,5
1712,170.52,1522,0,19.03,us-east,small,15
1713,266.52,1902,0,66.7,eu-west,small,18
1714,118.44,694,1,25.74,us-east,medium,6
1715,286.76,1961,0,59.93,us-east,small,19
1716,253.7,1811,0,35.91,ap-south,large,18
1717,182.83,1777,0,59.34,ap-south,large,17
1718,207.18,1844,0,7.32,eu-west,small,18
1719,197.84,1660,1,39.86,us-east,medium,16
1720,132.39,1259,0,20.86,ap-south,large,12
1721,223.73,751,0,51.55,eu-west,small,7
1722,240.59,1656,0,49.17,ap-south,medium,16
1723,224.2,1084,1,65.97,ap-south,large,10
1724,125.85,1351,0,24.24,eu-west,large,13
1725,188.56,1313,0,46.43,us-east,small,12
1726,100.6,410,0,68.4,eu-west,large,3
1727,280.63,1770,0,46.15,eu-west,small,17
1728,193.2,1189,1,26.93,us-east,small,11
1729,165.08,798,0,28.79,ap-south,large,7
1730,164.43,1180,0,35.68,eu-west,large,11
1731,127.81,1032,1,28.52,us-east,medium,10
1732,83.0,381,0,33.51,eu-west,large,3
1733,224.53,1885,0,7.81,us-east,small,18
1734,217.44,1331,0,50.26,eu-west,small,13
1735,134.46,546,0,39.53,eu-west,medium,5
1736,128.68,235,0,5.14,us-east,small,1
1737,151.07,873,1,34.54,eu-west,medium,8
1738,233.52,1045,0,52.1,us-east,small,10
1739,252.67,1591,1,38.46,us-east,small,15
1740,142.62,934,1,9.16,us-east,medium,9
1741,139.23,1705,0,29.56,eu-west,medium,16
1742,164.35,1425,1,20.26,ap-south,large,14
1743,185.77,1046,0,1.94,us-east,small,10
1744,186.33,1203,0,33.87,eu-west,large,11
1745,197.05,1442,1,56.33,eu-west,small,14
1746,107.43,225,1,2.52,us-east,small,1
1747,213.47,832,0,63.33,eu-west,small,8
1748,250.66,1879,1,17.59,eu-west,small,18
1749,238.23,1609,1,18.31,us-east,small,15
1750,145.08,1403,0,5.19,eu-west,medium,13
1751,112.35,1997,0,34.64,eu-west,medium,19
