chat_id,issue_type,prompt,reply_length,llm_score
1725,late delivery,v2,174,66.0
1726,missing item,v2,196,70.8
1727,late delivery,v3,213,83.0
1728,missing item,v2,315,73.7
1729,late delivery,v3,176,72.8
1730,payment problem,v3,302,66.1
1731,wrong order,v3,316,75.3
1732,missing item,v3,259,74.7
1733,missing item,v2,197,70.0
1734,missing item,v2,129,62.1
1735,missing item,v3,248,71.0
1736,payment problem,v2,314,60.9
1737,wrong order,v3,295,64.7
1738,wrong order,v3,298,71.8
1739,late delivery,v2,101,64.6
1740,wrong order,v3,407,85.6
1741,late delivery,v3,257,80.0
1742,payment problem,v3,344,70.0
1743,late delivery,v3,280,87.8
1744,wrong order,v3,311,70.2
1745,wrong order,v3,263,64.8
1746,late delivery,v2,171,76.5
1747,missing item,v2,254,80.5
1748,missing item,v2,186,61.4
1749,missing item,v2,197,62.5
1750,payment problem,v2,282,59.8
1751,payment problem,v3,243,59.5
1752,wrong order,v2,240,72.1
1753,payment problem,v3,284,64.1
1754,wrong order,v2,258,63.3
1755,late delivery,v3,270,87.2
1756,late delivery,v2,178,73.8
1757,late delivery,v2,241,78.6
1758,late delivery,v3,196,74.3
1759,missing item,v2,233,71.2
1760,missing item,v3,174,74.4
1761,missing item,v2,170,66.9
1762,late delivery,v3,305,86.0
1763,missing item,v2,243,75.0
1764,late delivery,v3,195,75.6
1765,payment problem,v3,335,62.6
1766,wrong order,v2,265,66.4
1767,wrong order,v2,280,64.3
1768,missing item,v2,220,68.3
1769,late delivery,v3,219,76.2
1770,missing item,v3,254,79.4
1771,missing item,v3,258,78.5
1772,late delivery,v2,180,72.1
1773,wrong order,v2,305,73.1
1774,wrong order,v3,299,71.6
1775,wrong order,v2,179,57.7
1776,late delivery,v3,253,80.1
1777,late delivery,v2,238,71.6
1778,payment problem,v2,244,57.1
1779,missing item,v2,132,59.9
1780,wrong order,v3,219,66.8
1781,late delivery,v2,176,67.7
1782,wrong order,v2,307,68.1
1783,missing item,v2,258,77.0
1784,missing item,v3,271,79.2
1785,late delivery,v2,225,73.2
1786,payment problem,v3,331,67.7
1787,late delivery,v3,60,69.2
1788,payment problem,v2,158,53.0
1789,payment problem,v3,306,67.9
1790,wrong order,v3,280,75.9
1791,wrong order,v2,254,59.8
1792,missing item,v2,268,73.4
1793,wrong order,v2,306,75.3
1794,late delivery,v3,236,77.9
1795,payment problem,v3,328,67.8
1796,wrong order,v3,386,81.4
1797,wrong order,v2,315,70.7
1798,late delivery,v3,231,82.0
1799,payment problem,v2,435,75.0
1800,wrong order,v2,219,59.5
1801,late delivery,v2,143,67.4
1802,payment problem,v3,338,67.2
1803,payment problem,v3,370,79.1
1804,missing item,v3,247,77.8
1805,payment problem,v3,340,66.7
1806,missing item,v2,259,75.2
1807,late delivery,v3,148,72.0
1808,late delivery,v3,179,75.0
1809,missing item,v2,216,69.8
1810,late delivery,v3,226,77.2
1811,payment problem,v2,198,59.8
1812,late delivery,v2,60,60.9
1813,late delivery,v2,185,65.8
1814,late delivery,v2,207,74.3
1815,wrong order,v3,337,72.0
1816,late delivery,v2,110,61.9
1817,missing item,v3,256,75.0
1818,late delivery,v2,139,68.7
1819,late delivery,v2,130,67.9
1820,late delivery,v2,60,63.3
1821,late delivery,v3,242,75.4
1822,payment problem,v3,303,62.5
1823,wrong order,v3,225,65.1
1824,wrong order,v2,308,68.9
1825,late delivery,v2,218,72.8
1826,late delivery,v3,215,77.3
1827,missing item,v3,281,74.4
1828,late delivery,v3,254,85.8
1829,wrong order,v3,273,74.2
1830,late delivery,v2,266,78.3
1831,payment problem,v3,417,78.5
1832,missing item,v2,215,72.7
1833,wrong order,v3,297,73.0
1834,late delivery,v2,203,74.2
1835,late delivery,v3,259,80.8
1836,late delivery,v2,118,64.9
1837,payment problem,v2,215,55.1
1838,wrong order,v3,275,67.1
1839,late delivery,v3,258,80.6
1840,wrong order,v2,287,64.5
1841,late delivery,v2,148,70.0
1842,missing item,v2,239,75.1
1843,late delivery,v3,206,78.5
1844,late delivery,v2,223,77.6
1845,late delivery,v3,215,79.0
1846,late delivery,v2,202,70.6
1847,wrong order,v3,221,72.2
1848,missing item,v3,267,76.7
1849,late delivery,v3,223,70.2
1850,missing item,v2,123,61.8
1851,late delivery,v2,116,67.3
1852,payment problem,v2,397,72.0
1853,payment problem,v3,296,67.9
1854,wrong order,v3,194,67.1
1855,payment problem,v3,374,78.7
1856,payment problem,v3,295,66.0
1857,payment problem,v2,270,68.2
1858,late delivery,v2,153,68.8
1859,wrong order,v2,284,74.0
1860,payment problem,v3,292,71.2
1861,late delivery,v3,150,74.8
1862,wrong order,v2,270,61.5
1863,late delivery,v3,182,73.9
1864,wrong order,v2,262,67.8
1865,late delivery,v3,245,77.0
1866,missing item,v2,246,74.6
1867,late delivery,v2,194,75.8
1868,late delivery,v2,223,70.0
1869,wrong order,v3,263,69.5
1870,wrong order,v3,305,80.1
1871,payment problem,v2,359,67.4
1872,missing item,v3,329,78.4
1873,late delivery,v2,205,70.7
1874,missing item,v3,118,70.2
1875,payment problem,v3,296,60.9
1876,late delivery,v3,266,80.8
1877,late delivery,v3,187,74.2
1878,payment problem,v2,168,53.6
1879,payment problem,v3,267,66.2
1880,late delivery,v2,207,71.7
1881,wrong order,v3,317,74.2
1882,missing item,v2,224,73.4
1883,missing item,v2,175,61.1
1884,late delivery,v2,132,67.4
1885,late delivery,v3,195,82.3
1886,late delivery,v3,137,68.2
1887,late delivery,v3,257,82.0
1888,payment problem,v2,331,74.0
1889,wrong order,v2,162,60.5
1890,late delivery,v2,175,74.3
1891,missing item,v3,251,77.4
1892,missing item,v3,118,66.6
1893,late delivery,v3,179,69.0
1894,payment problem,v3,373,73.8
1895,late delivery,v3,199,71.8
1896,payment problem,v2,313,62.8
1897,payment problem,v3,408,71.8
1898,payment problem,v3,366,74.4
1899,wrong order,v2,299,73.0
1900,missing item,v3,222,72.3
1901,late delivery,v3,258,85.7
1902,missing item,v3,235,70.1
1903,late delivery,v2,126,71.5
1904,wrong order,v3,251,70.6
1905,late delivery,v2,88,68.4
1906,missing item,v3,155,73.7
1907,payment problem,v2,255,54.7
1908,late delivery,v3,266,84.8
1909,wrong order,v2,221,65.3
1910,late delivery,v3,281,82.6
1911,late delivery,v3,78,58.6
1912,payment problem,v3,305,69.2
1913,wrong order,v3,311,75.9
1914,late delivery,v2,208,72.7
1915,missing item,v2,177,61.1
1916,payment problem,v2,334,64.1
1917,late delivery,v2,205,76.0
1918,late delivery,v3,206,75.8
1919,late delivery,v2,229,77.3
1920,missing item,v3,272,70.4
1921,late delivery,v3,200,77.3
1922,missing item,v3,205,70.8
1923,late delivery,v2,142,73.2
1924,late delivery,v2,103,63.8
1925,late delivery,v2,269,75.0
1926,late delivery,v2,139,66.7
1927,wrong order,v2,333,72.9
1928,missing item,v2,244,69.4
1929,payment problem,v2,380,72.1
1930,missing item,v2,189,62.3
1931,late delivery,v3,239,77.0
1932,missing item,v3,193,67.1
1933,wrong order,v3,191,63.9
1934,wrong order,v2,251,66.8
1935,missing item,v3,283,80.1
1936,payment problem,v3,305,67.8
1937,missing item,v2,202,58.9
1938,late delivery,v3,134,73.3
1939,missing item,v3,179,65.3
1940,missing item,v2,198,59.3
1941,late delivery,v3,217,73.6
1942,late delivery,v2,60,54.3
1943,missing item,v2,119,57.3
1944,late delivery,v2,222,81.5
1945,payment problem,v2,316,61.9
1946,missing item,v3,227,63.2
1947,late delivery,v2,60,60.1
1948,wrong order,v3,218,67.4
1949,late delivery,v2,223,75.8
1950,late delivery,v3,193,77.1
1951,missing item,v2,177,69.5
1952,payment problem,v3,277,63.7
1953,late delivery,v3,229,81.5
1954,missing item,v3,203,71.6
1955,late delivery,v2,291,83.2
1956,missing item,v2,287,74.7
1957,late delivery,v2,252,80.6
1958,late delivery,v3,216,75.6
1959,late delivery,v3,261,84.6
1960,payment problem,v2,274,58.6
1961,payment problem,v2,404,73.9
1962,missing item,v2,269,70.9
1963,late delivery,v2,212,80.7
1964,late delivery,v2,80,60.9
1965,wrong order,v2,186,56.4
1966,wrong order,v3,247,78.4
1967,late delivery,v3,110,68.5
1968,missing item,v3,205,70.1
1969,wrong order,v2,248,64.1
1970,late delivery,v3,176,72.1
1971,late delivery,v3,171,76.9
1972,late delivery,v3,127,74.0
1973,late delivery,v2,261,76.5
1974,late delivery,v2,217,77.3
1975,payment problem,v2,256,60.1
1976,wrong order,v2,178,60.5
1977,missing item,v2,153,59.0
1978,late delivery,v3,180,81.9
1979,late delivery,v2,187,70.9
1980,late delivery,v2,77,61.3
1981,late delivery,v3,245,74.6
1982,wrong order,v3,279,73.0
1983,missing item,v3,220,75.8
1984,missing item,v3,141,71.0
1985,late delivery,v2,199,75.7
1986,wrong order,v2,140,55.6
1987,missing item,v3,317,79.0
1988,late delivery,v3,222,74.8
1989,wrong order,v3,270,66.0
1990,late delivery,v2,206,76.0
1991,missing item,v3,189,71.4
1992,wrong order,v2,236,62.7
1993,wrong order,v2,97,53.2
1994,late delivery,v3,172,74.9
1995,missing item,v2,199,64.5
1996,wrong order,v2,205,64.8
1997,late delivery,v3,193,70.9
1998,late delivery,v3,176,71.8
1999,payment problem,v2,341,74.3
2000,late delivery,v2,84,62.0
2001,payment problem,v3,332,64.4
2002,payment problem,v3,376,74.1
2003,late delivery,v2,240,74.3
2004,missing item,v2,249,76.3
2005,payment problem,v3,343,69.5
2006,wrong order,v2,317,67.9
2007,missing item,v3,280,73.4
2008,wrong order,v3,317,79.1
2009,wrong order,v3,306,80.9
2010,payment problem,v2,391,70.4
2011,wrong order,v3,252,65.2
2012,missing item,v3,158,64.2
2013,late delivery,v2,160,68.3
2014,missing item,v2,298,78.9
2015,missing item,v3,233,76.7
2016,missing item,v2,193,71.6
2017,late delivery,v3,245,84.5
2018,late delivery,v3,181,73.3
2019,missing item,v2,217,75.6
2020,late delivery,v3,231,81.4
2021,payment problem,v3,428,80.1
2022,late delivery,v3,149,69.7
2023,wrong order,v2,298,76.6
2024,wrong order,v3,306,66.9
2025,late delivery,v2,207,74.0
2026,wrong order,v3,337,78.4
2027,wrong order,v3,207,73.4
2028,missing item,v3,302,81.7
2029,missing item,v2,210,66.2
2030,late delivery,v3,167,76.8
2031,wrong order,v3,309,72.0
2032,missing item,v3,274,78.4
2033,late delivery,v2,212,79.4
2034,payment problem,v2,279,60.4
2035,late delivery,v3,184,66.6
2036,late delivery,v2,146,68.7
2037,late delivery,v2,113,70.4
2038,late delivery,v2,176,72.3
2039,wrong order,v3,286,72.1
2040,wrong order,v3,200,69.4
2041,late delivery,v3,252,82.1
2042,missing item,v2,189,67.5
2043,missing item,v2,348,80.8
2044,payment problem,v2,247,58.1
2045,late delivery,v2,93,65.6
2046,wrong order,v3,293,75.7
2047,missing item,v2,172,70.7
2048,missing item,v2,210,70.2
2049,payment problem,v2,282,70.2
2050,missing item,v3,247,73.4
2051,late delivery,v3,157,79.3
2052,wrong order,v3,301,70.3
2053,late delivery,v3,288,76.4
2054,payment problem,v2,320,58.8
2055,missing item,v3,243,72.0
2056,wrong order,v3,306,68.4
2057,late delivery,v3,201,76.0
2058,missing item,v2,231,68.3
2059,late delivery,v2,139,74.3
2060,payment problem,v3,328,69.2
2061,payment problem,v3,324,63.5
2062,missing item,v2,267,67.7
2063,late delivery,v2,198,72.5
2064,wrong order,v2,307,72.3
2065,late delivery,v2,244,79.1
2066,late delivery,v3,209,80.2
2067,late delivery,v2,339,90.0
2068,late delivery,v3,252,82.0
2069,payment problem,v3,231,57.2
2070,late delivery,v3,227,78.6
2071,wrong order,v3,315,68.1
2072,wrong order,v2,241,66.6
2073,wrong order,v3,254,71.8
2074,late delivery,v2,222,76.0
2075,late delivery,v3,207,73.8
2076,late delivery,v2,234,75.5
2077,payment problem,v2,281,62.8
2078,payment problem,v3,277,65.5
2079,payment problem,v2,302,67.7
2080,late delivery,v3,212,76.2
2081,payment problem,v2,341,63.2
2082,payment problem,v2,307,60.2
2083,payment problem,v3,387,75.1
2084,wrong order,v2,200,68.0
2085,missing item,v3,238,77.2
2086,late delivery,v3,172,80.0
2087,late delivery,v3,222,77.4
2088,wrong order,v2,281,78.8
2089,missing item,v3,262,79.7
2090,late delivery,v3,132,71.2
2091,missing item,v2,184,69.7
2092,late delivery,v2,102,62.9
2093,late delivery,v2,101,69.8
2094,wrong order,v3,261,67.3
2095,late delivery,v2,223,78.1
2096,missing item,v2,139,66.0
2097,wrong order,v3,268,70.7
2098,late delivery,v3,266,87.0
2099,missing item,v3,338,85.3
2100,payment problem,v3,187,59.6
2101,missing item,v3,249,73.4
2102,late delivery,v3,197,73.3
2103,late delivery,v3,279,85.2
2104,missing item,v3,186,69.0
2105,late delivery,v2,220,73.5
2106,missing item,v3,253,73.3
2107,payment problem,v2,331,72.3
2108,missing item,v2,203,70.9
2109,payment problem,v3,349,75.6
2110,late delivery,v2,127,74.8
2111,late delivery,v3,204,77.5
2112,wrong order,v3,309,76.6
2113,late delivery,v2,235,77.0
2114,wrong order,v3,358,79.1
2115,payment problem,v2,340,63.7
2116,wrong order,v3,236,63.9
2117,late delivery,v2,108,61.0
2118,late delivery,v2,199,68.5
2119,missing item,v3,213,70.2
2120,missing item,v3,200,74.0
2121,wrong order,v3,362,78.3
2122,late delivery,v3,170,70.6
2123,wrong order,v2,263,72.3
2124,late delivery,v2,258,78.9
2125,missing item,v3,230,77.3
2126,late delivery,v2,211,75.7
2127,payment problem,v3,370,68.5
2128,late delivery,v2,200,73.6
2129,payment problem,v2,352,68.3
2130,missing item,v2,343,80.1
2131,missing item,v3,274,75.4
2132,missing item,v3,335,79.1
2133,missing item,v2,164,57.2
2134,late delivery,v3,60,70.4
2135,missing item,v3,233,78.3
2136,payment problem,v2,338,69.2
2137,late delivery,v3,175,72.4
2138,missing item,v2,208,66.1
2139,late delivery,v3,242,78.5
2140,late delivery,v3,138,74.7
2141,late delivery,v3,184,77.7
2142,late delivery,v3,158,71.9
2143,late delivery,v2,148,63.1
2144,late delivery,v2,209,72.8
2145,payment problem,v3,354,75.7
2146,late delivery,v2,123,64.5
2147,missing item,v3,199,72.8
2148,wrong order,v3,267,73.5
2149,missing item,v3,217,73.6
2150,payment problem,v2,295,62.0
2151,late delivery,v2,251,78.1
2152,late delivery,v3,246,81.0
2153,wrong order,v2,294,69.5
2154,late delivery,v2,232,78.1
2155,wrong order,v3,298,74.1
2156,late delivery,v2,129,68.7
2157,late delivery,v2,112,63.6
2158,late delivery,v2,169,70.3
2159,missing item,v2,149,56.5
2160,late delivery,v2,224,80.2
2161,late delivery,v3,147,69.8
2162,late delivery,v2,145,67.7
2163,payment problem,v3,349,63.8
2164,late delivery,v2,197,77.9
2165,wrong order,v3,366,78.9
2166,payment problem,v3,326,65.0
2167,late delivery,v2,86,64.7
2168,payment problem,v2,307,69.7
2169,late delivery,v2,205,76.6
2170,late delivery,v2,231,75.2
2171,payment problem,v2,255,58.1
2172,wrong order,v2,292,79.9
2173,late delivery,v2,226,69.3
2174,missing item,v3,287,73.1
2175,late delivery,v2,202,71.9
2176,payment problem,v3,340,78.7
2177,late delivery,v2,263,77.7
2178,wrong order,v2,211,71.7
2179,late delivery,v2,69,62.5
2180,payment problem,v3,327,74.7
2181,missing item,v2,160,64.2
2182,late delivery,v2,264,82.9
2183,wrong order,v2,198,65.4
2184,late delivery,v3,208,74.7
2185,payment problem,v2,217,57.4
2186,missing item,v2,269,77.6
2187,late delivery,v2,173,68.4
2188,wrong order,v2,305,71.7
2189,missing item,v3,287,79.6
2190,late delivery,v2,120,75.4
2191,late delivery,v2,125,66.2
2192,wrong order,v3,370,86.7
2193,late delivery,v2,143,66.8
2194,payment problem,v2,212,52.7
2195,missing item,v3,254,71.4
2196,wrong order,v3,324,70.7
2197,payment problem,v3,296,60.2
2198,late delivery,v2,76,66.0
2199,missing item,v3,289,79.4
2200,missing item,v2,203,64.6
2201,late delivery,v3,275,79.6
2202,late delivery,v2,171,70.0
2203,missing item,v3,186,68.2
2204,wrong order,v2,252,65.3
2205,missing item,v3,253,72.0
2206,late delivery,v3,241,78.0
2207,payment problem,v3,176,55.8
2208,late delivery,v3,172,68.3
2209,wrong order,v2,144,50.9
2210,late delivery,v2,156,69.6
2211,payment problem,v2,253,66.5
2212,late delivery,v2,164,72.3
2213,late delivery,v3,357,86.7
2214,payment problem,v2,353,75.0
2215,payment problem,v3,306,69.4
2216,late delivery,v3,172,76.4
2217,late delivery,v3,84,66.5
2218,late delivery,v3,234,82.8
2219,payment problem,v2,292,68.3
2220,missing item,v3,184,72.3
2221,wrong order,v2,277,66.1
2222,late delivery,v3,155,72.8
2223,late delivery,v3,254,78.0
2224,wrong order,v2,170,59.9
2225,late delivery,v3,143,73.4
2226,missing item,v2,211,63.5
2227,wrong order,v3,247,65.0
2228,late delivery,v3,259,82.7
2229,missing item,v3,204,74.8
2230,missing item,v3,226,72.3
2231,missing item,v2,210,71.6
2232,late delivery,v2,133,70.4
2233,payment problem,v3,302,71.5
2234,payment problem,v3,322,73.0
2235,payment problem,v2,298,64.0
2236,wrong order,v3,195,63.4
2237,late delivery,v2,116,69.0
2238,wrong order,v2,288,70.1
2239,wrong order,v2,264,66.2
2240,late delivery,v2,97,59.5
2241,late delivery,v3,265,80.3
2242,wrong order,v3,222,70.6
2243,late delivery,v2,190,67.9
2244,payment problem,v2,246,56.5
2245,missing item,v2,164,64.1
2246,payment problem,v2,270,64.3
2247,payment problem,v2,244,62.0
2248,late delivery,v2,154,69.4
2249,late delivery,v2,173,74.6
2250,payment problem,v3,292,69.3
2251,payment problem,v3,305,65.7
2252,wrong order,v3,244,71.2
2253,missing item,v3,355,81.2
2254,missing item,v2,148,67.3
2255,payment problem,v2,324,67.4
2256,missing item,v2,164,62.1
2257,payment problem,v2,278,66.1
2258,wrong order,v2,190,58.8
2259,wrong order,v2,229,61.1
2260,wrong order,v2,289,66.6
2261,wrong order,v3,330,78.9
2262,payment problem,v2,337,71.9
2263,wrong order,v2,314,67.8
2264,late delivery,v3,60,72.1
2265,payment problem,v3,266,67.2
2266,late delivery,v3,206,78.9
2267,wrong order,v3,230,66.0
2268,missing item,v3,205,73.2
2269,wrong order,v3,302,67.0
2270,payment problem,v2,381,71.3
2271,late delivery,v3,167,73.5
2272,late delivery,v3,234,81.3
2273,late delivery,v3,270,74.6
2274,missing item,v3,211,73.3
2275,late delivery,v2,232,73.3
2276,payment problem,v3,299,74.8
2277,payment problem,v2,333,67.2
2278,late delivery,v3,290,86.3
2279,late delivery,v3,209,85.0
2280,missing item,v2,235,71.0
2281,payment problem,v2,223,52.5
2282,late delivery,v2,349,88.8
2283,wrong order,v3,235,66.5
2284,payment problem,v2,232,59.8
2285,late delivery,v3,322,79.5
2286,wrong order,v3,305,70.5
2287,late delivery,v2,136,70.1
2288,wrong order,v2,279,66.4
2289,late delivery,v3,279,87.3
2290,missing item,v3,331,82.5
2291,late delivery,v2,120,64.1
2292,late delivery,v3,195,74.7
2293,late delivery,v3,162,71.5
2294,missing item,v3,227,71.4
2295,payment problem,v3,369,78.8
2296,wrong order,v2,211,66.2
2297,late delivery,v2,117,68.5
2298,payment problem,v3,329,73.3
2299,missing item,v2,320,83.5
2300,missing item,v2,187,69.2
2301,payment problem,v2,331,66.4
2302,wrong order,v2,202,66.0
2303,payment problem,v3,315,66.1
2304,wrong order,v2,283,74.7
2305,missing item,v2,127,64.1
2306,late delivery,v2,60,60.7
2307,late delivery,v3,276,76.5
2308,late delivery,v3,186,75.0
2309,missing item,v2,112,58.6
2310,payment problem,v2,280,68.5
2311,late delivery,v3,211,76.3
2312,payment problem,v3,406,73.5
2313,wrong order,v2,316,73.7
2314,payment problem,v2,204,64.4
2315,missing item,v2,274,73.9
2316,payment problem,v3,286,66.6
2317,payment problem,v3,274,69.3
2318,late delivery,v2,60,60.7
2319,wrong order,v3,281,64.6
2320,payment problem,v2,357,75.1
2321,missing item,v2,137,61.7
2322,late delivery,v2,109,68.5
2323,late delivery,v2,111,62.2
2324,wrong order,v2,219,58.9
2325,wrong order,v2,283,69.7
2326,wrong order,v3,201,62.1
2327,payment problem,v3,324,71.1
2328,payment problem,v3,331,68.6
2329,payment problem,v3,332,68.8
2330,late delivery,v3,215,72.5
2331,payment problem,v3,350,71.5
2332,payment problem,v3,396,75.3
2333,wrong order,v3,278,81.3
2334,payment problem,v2,198,58.6
2335,wrong order,v2,152,52.6
2336,payment problem,v2,281,66.0
2337,wrong order,v3,342,74.7
2338,payment problem,v3,233,64.2
2339,late delivery,v3,131,71.0
2340,missing item,v3,251,73.9
2341,missing item,v3,263,78.9
2342,wrong order,v3,306,75.0
2343,late delivery,v2,179,73.1
2344,late delivery,v2,213,72.0
2345,missing item,v2,236,65.3
2346,payment problem,v2,366,65.3
2347,late delivery,v3,135,76.1
2348,wrong order,v3,366,78.5
2349,wrong order,v2,222,63.1
2350,wrong order,v2,301,65.0
2351,payment problem,v3,285,56.0
2352,late delivery,v2,165,73.8
2353,wrong order,v3,307,66.9
2354,wrong order,v3,364,79.0
2355,missing item,v3,301,75.9
2356,payment problem,v3,329,71.3
2357,late delivery,v3,239,80.1
2358,missing item,v2,197,64.5
2359,late delivery,v3,247,86.8
2360,late delivery,v3,175,71.9
2361,payment problem,v2,185,48.1
2362,late delivery,v2,163,64.4
2363,late delivery,v2,191,71.3
2364,wrong order,v2,311,70.9
2365,late delivery,v2,164,72.2
2366,missing item,v2,165,64.2
2367,wrong order,v3,239,66.2
2368,late delivery,v2,165,67.0
2369,late delivery,v2,198,80.1
2370,payment problem,v2,295,56.7
2371,missing item,v2,171,63.1
2372,late delivery,v3,227,79.0
2373,missing item,v2,193,59.0
2374,wrong order,v3,297,71.3
2375,missing item,v2,120,52.7
2376,wrong order,v2,194,60.9
2377,wrong order,v2,239,63.8
2378,late delivery,v3,395,90.9
2379,late delivery,v2,158,67.9
2380,late delivery,v3,257,84.3
2381,late delivery,v2,264,75.3
2382,wrong order,v3,422,81.1
2383,missing item,v3,248,73.5
2384,late delivery,v2,280,89.7
2385,late delivery,v2,177,67.2
2386,missing item,v2,246,70.1
2387,wrong order,v3,241,64.6
2388,wrong order,v3,206,67.0
2389,late delivery,v2,126,64.5
2390,missing item,v3,311,84.7
2391,missing item,v3,254,77.9
2392,late delivery,v2,109,58.0
2393,late delivery,v3,287,84.0
2394,missing item,v3,221,76.0
2395,late delivery,v2,60,52.7
2396,missing item,v3,315,78.0
2397,payment problem,v3,298,63.1
2398,missing item,v3,321,83.7
2399,late delivery,v2,188,71.3
2400,missing item,v2,150,57.8
2401,wrong order,v3,330,73.8
2402,wrong order,v3,193,57.6
2403,late delivery,v3,82,69.9
2404,missing item,v2,322,73.8
2405,missing item,v2,201,65.6
2406,payment problem,v2,271,59.3
2407,late delivery,v2,195,72.8
2408,missing item,v2,213,69.5
2409,late delivery,v3,207,78.2
2410,late delivery,v2,173,68.8
2411,late delivery,v2,178,66.2
2412,wrong order,v2,253,62.4
2413,late delivery,v2,126,66.4
2414,missing item,v3,300,85.6
2415,late delivery,v2,90,61.5
2416,late delivery,v3,234,79.0
2417,late delivery,v2,206,80.1
2418,late delivery,v2,195,68.1
2419,missing item,v2,314,76.5
2420,missing item,v3,196,72.0
2421,payment problem,v3,306,70.3
2422,late delivery,v3,228,76.6
2423,late delivery,v2,177,71.9
2424,late delivery,v3,270,86.4
2425,missing item,v3,152,63.4
2426,late delivery,v2,158,70.3
2427,wrong order,v3,217,66.2
2428,missing item,v2,187,66.0
2429,late delivery,v3,321,86.6
2430,late delivery,v2,243,78.0
2431,late delivery,v3,144,74.1
2432,late delivery,v3,241,76.5
2433,payment problem,v2,190,56.2
2434,wrong order,v3,335,81.5
2435,payment problem,v2,348,73.9
2436,late delivery,v3,236,81.0
2437,late delivery,v2,264,81.1
2438,wrong order,v3,323,71.8
2439,late delivery,v3,197,75.8
2440,payment problem,v3,381,79.7
2441,wrong order,v3,290,70.8
2442,late delivery,v2,161,72.6
2443,wrong order,v2,192,56.4
2444,payment problem,v3,314,76.3
2445,missing item,v2,165,60.8
2446,late delivery,v3,248,79.0
2447,missing item,v2,185,60.7
2448,late delivery,v3,254,79.4
2449,late delivery,v2,203,78.5
2450,missing item,v2,230,72.0
2451,wrong order,v2,312,71.9
2452,late delivery,v2,245,76.4
2453,wrong order,v2,260,67.4
2454,payment problem,v3,306,70.3
2455,late delivery,v2,98,63.5
2456,missing item,v2,211,71.5
2457,wrong order,v3,217,69.0
2458,late delivery,v3,262,81.8
2459,wrong order,v3,315,72.4
2460,wrong order,v2,263,62.1
2461,late delivery,v3,274,83.3
2462,late delivery,v2,78,63.5
2463,late delivery,v2,223,79.3
2464,late delivery,v3,147,62.8
2465,payment problem,v2,294,66.7
2466,late delivery,v2,150,73.1
2467,missing item,v2,239,73.2
2468,late delivery,v2,211,76.6
2469,missing item,v2,235,73.4
2470,payment problem,v2,230,53.7
2471,late delivery,v2,254,78.2
2472,late delivery,v3,212,78.4
2473,missing item,v3,146,68.7
2474,wrong order,v2,299,70.1
2475,late delivery,v3,141,73.5
2476,payment problem,v3,266,68.1
2477,wrong order,v2,262,61.9
2478,missing item,v2,213,58.9
2479,payment problem,v3,326,70.4
2480,late delivery,v2,209,73.6
2481,late delivery,v2,112,61.4
2482,late delivery,v3,107,62.2
2483,payment problem,v2,241,64.9
2484,late delivery,v2,142,69.8
2485,late delivery,v2,224,70.0
2486,late delivery,v3,313,88.8
2487,late delivery,v2,196,74.8
2488,wrong order,v3,339,73.1
2489,missing item,v3,323,79.6
2490,late delivery,v2,249,75.2
2491,wrong order,v2,244,59.3
2492,missing item,v3,224,65.9
2493,missing item,v3,261,74.1
2494,late delivery,v2,138,67.7
2495,wrong order,v2,310,71.5
2496,missing item,v2,169,65.3
2497,late delivery,v2,127,72.3
2498,missing item,v3,258,77.6
2499,missing item,v2,252,72.8
2500,wrong order,v2,122,49.6
2501,late delivery,v3,197,73.8
2502,wrong order,v3,273,73.3
2503,late delivery,v3,231,72.0
2504,missing item,v3,285,77.4
2505,late delivery,v2,171,73.5
2506,missing item,v2,196,65.4
2507,missing item,v2,205,72.1
2508,late delivery,v2,209,75.7
2509,missing item,v2,210,66.1
2510,wrong order,v3,324,68.6
2511,missing item,v3,160,72.5
2512,payment problem,v3,272,63.5
2513,payment problem,v2,299,66.6
2514,late delivery,v2,151,68.8
2515,wrong order,v2,186,60.7
2516,missing item,v2,154,63.2
2517,wrong order,v3,380,87.4
2518,late delivery,v3,173,76.1
2519,wrong order,v3,299,61.5
2520,missing item,v3,234,72.7
2521,payment problem,v2,363,71.2
2522,wrong order,v3,208,66.4
2523,missing item,v2,193,69.2
2524,missing item,v3,308,86.4
2525,late delivery,v2,239,73.3
2526,payment problem,v3,386,76.3
2527,wrong order,v2,312,62.4
2528,late delivery,v3,100,61.8
2529,missing item,v3,305,84.4
2530,late delivery,v2,231,76.6
2531,late delivery,v3,157,74.1
2532,missing item,v3,151,64.4
2533,late delivery,v3,175,75.3
2534,late delivery,v2,103,66.6
2535,wrong order,v3,329,74.1
2536,missing item,v3,314,82.2
2537,late delivery,v2,171,74.6
2538,late delivery,v2,222,75.5
2539,payment problem,v2,273,70.0
2540,wrong order,v3,340,71.9
2541,wrong order,v2,267,68.2
2542,wrong order,v2,357,73.7
2543,late delivery,v2,267,84.3
2544,late delivery,v2,147,71.7
2545,wrong order,v2,244,63.2
2546,late delivery,v2,221,74.3
2547,payment problem,v3,403,77.4
2548,late delivery,v2,187,79.7
2549,late delivery,v2,100,62.5
2550,payment problem,v3,433,77.8
2551,missing item,v2,109,57.4
2552,late delivery,v2,153,74.5
2553,payment problem,v3,411,73.0
2554,wrong order,v2,226,65.7
2555,late delivery,v2,141,72.1
2556,wrong order,v2,215,56.8
